time,lat,lon,value
1246983402,37.851718,-122.289247,0.013
1246983403,37.851707,-122.289313,0.015
1246983404,37.851698,-122.289382,0.014
1246983405,37.851692,-122.289453,0.014
1246983406,37.851677,-122.289518,0.016
1246983407,37.851657,-122.289583,0.014
1246983408,37.851638,-122.289648,0.016
1246983409,37.851607,-122.289703,0.015
1246983410,37.851582,-122.289752,0.015
1246983411,37.851568,-122.289815,0.017
1246983412,37.851547,-122.289890,0.014
1246983413,37.851528,-122.289963,0.017
1246983414,37.851522,-122.290045,0.016
1246983415,37.851503,-122.290117,0.018
1246983416,37.851483,-122.290185,0.015
1246983417,37.851465,-122.290253,0.015
1246983418,37.851425,-122.290308,0.016
1246983419,37.851397,-122.290372,0.014
1246983420,37.851373,-122.290437,0.012
1246983421,37.851350,-122.290503,0.014
1246983422,37.851325,-122.290567,0.014
1246983423,37.851300,-122.290628,0.015
1246983424,37.851277,-122.290687,0.016
1246983425,37.851255,-122.290737,0.014
1246983426,37.851238,-122.290778,0.015
1246983427,37.851228,-122.290813,0.014
1246983428,37.851222,-122.290847,0.014
1246983429,37.851215,-122.290877,0.016
1246983430,37.851210,-122.290907,0.014
1246983431,37.851205,-122.290930,0.014
1246983432,37.851200,-122.290952,0.013
1246983433,37.851195,-122.290970,0.014
1246983434,37.851192,-122.290985,0.012
1246983435,37.851192,-122.290995,0.014
1246983436,37.851192,-122.291003,0.013
1246983437,37.851193,-122.291013,0.013
1246983438,37.851198,-122.291023,0.012
1246983439,37.851217,-122.291030,0.014
1246983440,37.851247,-122.291037,0.013
1246983441,37.851277,-122.291047,0.012
1246983442,37.851312,-122.291057,0.013
1246983443,37.851348,-122.291072,0.018
1246983444,37.851390,-122.291090,0.013
1246983445,37.851430,-122.291110,0.013
1246983446,37.851475,-122.291130,0.017
1246983447,37.851523,-122.291147,0.019
1246983448,37.851575,-122.291163,0.018
1246983449,37.851627,-122.291182,0.018
1246983450,37.851678,-122.291200,0.014
1246983451,37.851730,-122.291218,0.019
1246983452,37.851782,-122.291237,0.018
1246983453,37.851835,-122.291253,0.017
1246983454,37.851888,-122.291272,0.017
1246983455,37.851943,-122.291290,0.016
1246983456,37.851997,-122.291313,0.022
1246983457,37.852050,-122.291338,0.021
1246983458,37.852103,-122.291362,0.014
1246983459,37.852155,-122.291388,0.015
1246983460,37.852207,-122.291413,0.012
1246983461,37.852260,-122.291438,0.016
1246983462,37.852310,-122.291463,0.012
1246983463,37.852357,-122.291490,0.014
1246983464,37.852402,-122.291510,0.017
1246983465,37.852445,-122.291537,0.013
1246983466,37.852495,-122.291562,0.017
1246983467,37.852545,-122.291583,0.014
1246983468,37.852592,-122.291603,0.019
1246983469,37.852640,-122.291622,0.015
1246983470,37.852690,-122.291640,0.017
1246983471,37.852737,-122.291658,0.020
1246983472,37.852780,-122.291675,0.015
1246983473,37.852828,-122.291688,0.014
1246983474,37.852870,-122.291707,0.016
1246983475,37.852913,-122.291722,0.015
1246983476,37.852960,-122.291740,0.014
1246983477,37.853008,-122.291758,0.014
1246983478,37.853057,-122.291775,0.013
1246983479,37.853105,-122.291790,0.015
1246983480,37.853157,-122.291805,0.016
1246983481,37.853208,-122.291820,0.021
1246983482,37.853263,-122.291840,0.022
1246983483,37.853318,-122.291857,0.021
1246983484,37.853372,-122.291875,0.021
1246983485,37.853422,-122.291895,0.015
1246983486,37.853472,-122.291917,0.023
1246983487,37.853522,-122.291943,0.035
1246983488,37.853572,-122.291968,0.034
1246983489,37.853625,-122.291988,0.019
1246983490,37.853677,-122.292007,0.023
1246983491,37.853727,-122.292032,0.026
1246983492,37.853778,-122.292058,0.021
1246983493,37.853832,-122.292082,0.021
1246983494,37.853885,-122.292100,0.017
1246983495,37.853937,-122.292120,0.016
1246983496,37.853985,-122.292135,0.017
1246983497,37.854037,-122.292153,0.022
1246983498,37.854085,-122.292168,0.022
1246983499,37.854133,-122.292180,0.014
1246983500,37.854183,-122.292193,0.014
1246983501,37.854235,-122.292208,0.016
1246983502,37.854285,-122.292223,0.018
1246983503,37.854333,-122.292238,0.016
1246983504,37.854383,-122.292252,0.016
1246983505,37.854433,-122.292265,0.014
1246983506,37.854483,-122.292277,0.015
1246983507,37.854533,-122.292292,0.015
1246983508,37.854583,-122.292305,0.018
1246983509,37.854633,-122.292320,0.020
1246983510,37.854683,-122.292337,0.017
1246983511,37.854738,-122.292347,0.017
1246983512,37.854793,-122.292358,0.017
1246983513,37.854847,-122.292368,0.015
1246983514,37.854902,-122.292378,0.014
1246983515,37.854952,-122.292392,0.014
1246983516,37.855003,-122.292408,0.016
1246983517,37.855055,-122.292423,0.017
1246983518,37.855105,-122.292437,0.018
1246983519,37.855153,-122.292453,0.018
1246983520,37.855247,-122.292485,0.013
1246983521,37.855292,-122.292497,0.015
1246983522,37.855332,-122.292508,0.015
1246983523,37.855367,-122.292520,0.014
1246983524,37.855403,-122.292532,0.016
1246983525,37.855445,-122.292542,0.010
1246983526,37.855487,-122.292550,0.012
1246983527,37.855523,-122.292557,0.020
1246983528,37.855550,-122.292567,0.015
1246983529,37.855568,-122.292578,0.022
1246983530,37.855583,-122.292588,0.017
1246983531,37.855597,-122.292605,0.019
1246983532,37.855603,-122.292630,0.017
1246983533,37.855598,-122.292662,0.016
1246983534,37.855585,-122.292683,0.016
1246983535,37.855552,-122.292682,0.017
1246983536,37.855508,-122.292672,0.021
1246983537,37.855468,-122.292660,0.027
1246983538,37.855438,-122.292652,0.015
1246983539,37.855407,-122.292635,0.013
1246983540,37.855368,-122.292623,0.012
1246983541,37.855323,-122.292637,0.012
1246983542,37.855282,-122.292658,0.013
1246983543,37.855263,-122.292702,0.013
1246983544,37.855245,-122.292745,0.011
1246983545,37.855227,-122.292788,0.014
1246983546,37.855215,-122.292840,0.013
1246983547,37.855208,-122.292902,0.015
1246983548,37.855200,-122.292962,0.013
1246983549,37.855195,-122.293025,0.013
1246983550,37.855180,-122.293077,0.016
1246983551,37.855165,-122.293128,0.016
1246983552,37.855157,-122.293173,0.014
1246983553,37.855155,-122.293223,0.011
1246983554,37.855153,-122.293280,0.011
1246983555,37.855143,-122.293338,0.013
1246983556,37.855132,-122.293400,0.017
1246983557,37.855117,-122.293462,0.009
1246983558,37.855103,-122.293525,0.012
1246983559,37.855090,-122.293588,0.015
1246983560,37.855075,-122.293650,0.014
1246983561,37.855062,-122.293713,0.014
1246983562,37.855047,-122.293778,0.012
1246983563,37.855028,-122.293838,0.012
1246983564,37.855022,-122.293905,0.013
1246983565,37.855013,-122.293968,0.012
1246983566,37.855003,-122.294030,0.011
1246983567,37.854992,-122.294090,0.014
1246983568,37.854985,-122.294155,0.013
1246983569,37.854972,-122.294220,0.013
1246983570,37.854958,-122.294283,0.015
1246983571,37.854943,-122.294347,0.013
1246983572,37.854930,-122.294412,0.014
1246983573,37.854917,-122.294477,0.012
1246983574,37.854908,-122.294542,0.010
1246983575,37.854900,-122.294605,0.014
1246983576,37.854888,-122.294668,0.012
1246983577,37.854875,-122.294732,0.013
1246983578,37.854863,-122.294795,0.013
1246983579,37.854853,-122.294852,0.011
1246983580,37.854840,-122.294923,0.011
1246983581,37.854828,-122.294990,0.013
1246983582,37.854815,-122.295057,0.012
1246983583,37.854800,-122.295123,0.012
1246983584,37.854802,-122.295200,0.015
1246983585,37.854790,-122.295267,0.014
1246983586,37.854787,-122.295340,0.015
1246983587,37.854773,-122.295402,0.012
1246983588,37.854760,-122.295465,0.012
1246983589,37.854747,-122.295532,0.011
1246983590,37.854732,-122.295595,0.013
1246983591,37.854715,-122.295652,0.013
1246983592,37.854702,-122.295708,0.011
1246983593,37.854683,-122.295763,0.012
1246983594,37.854667,-122.295818,0.012
1246983595,37.854652,-122.295875,0.012
1246983596,37.854637,-122.295933,0.011
1246983597,37.854625,-122.295993,0.016
1246983598,37.854608,-122.296053,0.010
1246983599,37.854592,-122.296113,0.012
1246983600,37.854577,-122.296173,0.014
1246983601,37.854562,-122.296235,0.015
1246983602,37.854545,-122.296293,0.011
1246983603,37.854537,-122.296352,0.011
1246983604,37.854530,-122.296410,0.013
1246983605,37.854530,-122.296470,0.015
1246983606,37.854522,-122.296522,0.013
1246983607,37.854512,-122.296567,0.013
1246983608,37.854498,-122.296600,0.015
1246983609,37.854485,-122.296620,0.014
1246983610,37.854480,-122.296637,0.014
1246983611,37.854473,-122.296645,0.014
1246983612,37.854468,-122.296650,0.015
1246983613,37.854462,-122.296652,0.017
1246983614,37.854453,-122.296647,0.013
1246983615,37.854450,-122.296633,0.016
1246983616,37.854450,-122.296608,0.014
1246983617,37.854462,-122.296578,0.016
1246983618,37.854480,-122.296543,0.013
1246983619,37.854492,-122.296500,0.012
1246983620,37.854507,-122.296452,0.014
1246983621,37.854525,-122.296403,0.016
1246983622,37.854543,-122.296355,0.013
1246983623,37.854552,-122.296303,0.011
1246983624,37.854560,-122.296252,0.011
1246983625,37.854570,-122.296203,0.013
1246983626,37.854580,-122.296153,0.014
1246983627,37.854592,-122.296093,0.013
1246983628,37.854593,-122.296033,0.011
1246983629,37.854603,-122.295965,0.012
1246983630,37.854615,-122.295903,0.014
1246983631,37.854623,-122.295843,0.013
1246983632,37.854630,-122.295788,0.014
1246983633,37.854647,-122.295730,0.012
1246983634,37.854657,-122.295680,0.012
1246983635,37.854665,-122.295620,0.013
1246983636,37.854677,-122.295567,0.011
1246983637,37.854705,-122.295515,0.012
1246983638,37.854712,-122.295465,0.012
1246983639,37.854717,-122.295413,0.012
1246983640,37.854725,-122.295357,0.011
1246983641,37.854725,-122.295297,0.012
1246983642,37.854727,-122.295240,0.013
1246983643,37.854735,-122.295178,0.014
1246983644,37.854753,-122.295127,0.012
1246983645,37.854762,-122.295067,0.013
1246983646,37.854778,-122.295015,0.013
1246983647,37.854788,-122.294953,0.013
1246983648,37.854805,-122.294898,0.014
1246983649,37.854818,-122.294828,0.014
1246983650,37.854828,-122.294762,0.012
1246983651,37.854835,-122.294697,0.013
1246983652,37.854843,-122.294637,0.018
1246983653,37.854855,-122.294578,0.015
1246983654,37.854868,-122.294522,0.015
1246983655,37.854882,-122.294462,0.014
1246983656,37.854895,-122.294403,0.015
1246983657,37.854907,-122.294345,0.012
1246983658,37.854915,-122.294283,0.013
1246983659,37.854923,-122.294225,0.012
1246983660,37.854935,-122.294167,0.013
1246983661,37.854950,-122.294110,0.014
1246983662,37.854965,-122.294053,0.010
1246983663,37.854978,-122.294000,0.014
1246983664,37.854995,-122.293945,0.012
1246983665,37.855010,-122.293892,0.015
1246983666,37.855025,-122.293835,0.011
1246983667,37.855037,-122.293773,0.013
1246983668,37.855050,-122.293710,0.013
1246983669,37.855062,-122.293648,0.016
1246983670,37.855077,-122.293588,0.014
1246983671,37.855093,-122.293532,0.012
1246983672,37.855115,-122.293480,0.014
1246983673,37.855135,-122.293428,0.015
1246983674,37.855148,-122.293370,0.015
1246983675,37.855157,-122.293312,0.012
1246983676,37.855168,-122.293250,0.014
1246983677,37.855182,-122.293182,0.014
1246983678,37.855195,-122.293115,0.011
1246983679,37.855207,-122.293047,0.010
1246983680,37.855215,-122.292978,0.011
1246983681,37.855227,-122.292907,0.013
1246983682,37.855242,-122.292835,0.013
1246983683,37.855250,-122.292760,0.012
1246983684,37.855263,-122.292680,0.011
1246983685,37.855283,-122.292600,0.012
1246983686,37.855313,-122.292530,0.010
1246983687,37.855348,-122.292482,0.013
1246983688,37.855392,-122.292508,0.013
1246983689,37.855430,-122.292540,0.012
1246983690,37.855473,-122.292572,0.013
1246983691,37.855520,-122.292602,0.012
1246983692,37.855567,-122.292628,0.011
1246983693,37.855617,-122.292655,0.012
1246983694,37.855668,-122.292680,0.013
1246983695,37.855722,-122.292705,0.013
1246983696,37.855775,-122.292728,0.024
1246983697,37.855828,-122.292750,0.012
1246983698,37.855880,-122.292775,0.011
1246983699,37.855935,-122.292800,0.013
1246983700,37.855987,-122.292818,0.011
1246983701,37.856040,-122.292833,0.012
1246983702,37.856090,-122.292847,0.012
1246983703,37.856140,-122.292870,0.012
1246983704,37.856187,-122.292888,0.013
1246983705,37.856233,-122.292898,0.013
1246983706,37.856280,-122.292913,0.013
1246983707,37.856328,-122.292927,0.010
1246983708,37.856377,-122.292942,0.013
1246983709,37.856425,-122.292950,0.013
1246983710,37.856472,-122.292955,0.012
1246983711,37.856517,-122.292955,0.014
1246983712,37.856567,-122.292970,0.011
1246983713,37.856617,-122.292990,0.011
1246983714,37.856667,-122.293008,0.013
1246983715,37.856715,-122.293030,0.013
1246983716,37.856765,-122.293055,0.014
1246983717,37.856823,-122.293070,0.013
1246983718,37.856880,-122.293082,0.014
1246983719,37.856937,-122.293092,0.014
1246983720,37.856987,-122.293107,0.011
1246983721,37.857038,-122.293117,0.012
1246983722,37.857093,-122.293125,0.014
1246983723,37.857150,-122.293135,0.012
1246983724,37.857203,-122.293145,0.013
1246983725,37.857255,-122.293155,0.013
1246983726,37.857312,-122.293170,0.012
1246983727,37.857367,-122.293185,0.011
1246983728,37.857423,-122.293205,0.013
1246983729,37.857478,-122.293218,0.013
1246983730,37.857535,-122.293202,0.010
1246983731,37.857592,-122.293213,0.012
1246983732,37.857653,-122.293230,0.012
1246983733,37.857715,-122.293247,0.013
1246983734,37.857773,-122.293260,0.013
1246983735,37.857828,-122.293280,0.013
1246983736,37.857885,-122.293302,0.015
1246983737,37.857942,-122.293320,0.011
1246983738,37.857997,-122.293337,0.013
1246983739,37.858052,-122.293355,0.013
1246983740,37.858105,-122.293375,0.014
1246983741,37.858158,-122.293390,0.014
1246983742,37.858213,-122.293413,0.015
1246983743,37.858268,-122.293433,0.013
1246983744,37.858323,-122.293448,0.017
1246983745,37.858372,-122.293462,0.014
1246983746,37.858420,-122.293473,0.014
1246983747,37.858468,-122.293487,0.019
1246983748,37.858510,-122.293507,0.020
1246983749,37.858562,-122.293518,0.017
1246983750,37.858620,-122.293528,0.016
1246983751,37.858675,-122.293542,0.016
1246983752,37.858728,-122.293558,0.013
1246983753,37.858778,-122.293578,0.013
1246983754,37.858828,-122.293592,0.016
1246983755,37.858870,-122.293612,0.012
1246983756,37.858917,-122.293632,0.013
1246983757,37.858965,-122.293648,0.011
1246983758,37.859017,-122.293662,0.010
1246983759,37.859065,-122.293675,0.010
1246983760,37.859115,-122.293690,0.011
1246983761,37.859165,-122.293705,0.011
1246983762,37.859215,-122.293720,0.014
1246983763,37.859265,-122.293733,0.014
1246983764,37.859315,-122.293748,0.012
1246983765,37.859365,-122.293760,0.014
1246983766,37.859418,-122.293777,0.014
1246983767,37.859468,-122.293792,0.015
1246983768,37.859517,-122.293807,0.012
1246983769,37.859563,-122.293823,0.012
1246983770,37.859610,-122.293842,0.015
1246983771,37.859658,-122.293862,0.012
1246983772,37.859707,-122.293882,0.015
1246983773,37.859753,-122.293900,0.015
1246983774,37.859793,-122.293913,0.014
1246983775,37.859823,-122.293927,0.014
1246983776,37.859848,-122.293935,0.014
1246983777,37.859867,-122.293942,0.015
1246983778,37.859880,-122.293948,0.011
1246983779,37.859887,-122.293950,0.012
1246983780,37.859890,-122.293958,0.015
1246983781,37.859895,-122.293965,0.011
1246983782,37.859895,-122.293965,0.013
1246983783,37.859895,-122.293965,0.014
1246983784,37.859895,-122.293965,0.013
1246983785,37.859895,-122.293965,0.013
1246983786,37.859895,-122.293965,0.014
1246983787,37.859895,-122.293965,0.016
1246983788,37.859895,-122.293965,0.016
1246983789,37.859895,-122.293965,0.013
1246983790,37.859895,-122.293965,0.012
1246983791,37.859928,-122.293980,0.013
1246983792,37.859953,-122.293983,0.016
1246983793,37.859985,-122.293990,0.012
1246983794,37.860022,-122.293995,0.013
1246983795,37.860060,-122.294005,0.012
1246983796,37.860102,-122.294018,0.014
1246983797,37.860142,-122.294032,0.015
1246983798,37.860185,-122.294047,0.015
1246983799,37.860227,-122.294067,0.014
1246983800,37.860265,-122.294102,0.015
1246983801,37.860298,-122.294147,0.013
1246983802,37.860325,-122.294198,0.013
1246983803,37.860350,-122.294253,0.012
1246983804,37.860373,-122.294310,0.011
1246983805,37.860398,-122.294368,0.013
1246983806,37.860423,-122.294427,0.014
1246983807,37.860448,-122.294483,0.013
1246983808,37.860472,-122.294542,0.017
1246983809,37.860497,-122.294598,0.014
1246983810,37.860522,-122.294652,0.014
1246983811,37.860547,-122.294712,0.014
1246983812,37.860568,-122.294772,0.013
1246983813,37.860590,-122.294830,0.014
1246983814,37.860608,-122.294892,0.013
1246983815,37.860630,-122.294955,0.011
1246983816,37.860648,-122.295018,0.013
1246983817,37.860678,-122.295077,0.011
1246983818,37.860715,-122.295133,0.015
1246983819,37.860755,-122.295187,0.009
1246983820,37.860798,-122.295235,0.012
1246983821,37.860847,-122.295277,0.015
1246983822,37.860897,-122.295313,0.016
1246983823,37.860950,-122.295342,0.015
1246983824,37.861000,-122.295365,0.013
1246983825,37.861050,-122.295387,0.013
1246983826,37.861097,-122.295410,0.012
1246983827,37.861150,-122.295430,0.014
1246983828,37.861205,-122.295448,0.014
1246983829,37.861258,-122.295463,0.016
1246983830,37.861318,-122.295473,0.016
1246983831,37.861373,-122.295482,0.014
1246983832,37.861423,-122.295497,0.014
1246983833,37.861477,-122.295513,0.014
1246983834,37.861523,-122.295530,0.011
1246983835,37.861570,-122.295545,0.013
1246983836,37.861615,-122.295560,0.013
1246983837,37.861663,-122.295572,0.013
1246983838,37.861707,-122.295575,0.012
1246983839,37.861743,-122.295562,0.012
1246983840,37.861767,-122.295525,0.010
1246983841,37.861777,-122.295485,0.012
1246983842,37.861793,-122.295432,0.013
1246983843,37.861807,-122.295382,0.011
1246983844,37.861827,-122.295328,0.013
1246983845,37.861825,-122.295278,0.014
1246983846,37.861828,-122.295223,0.013
1246983847,37.861837,-122.295163,0.012
1246983848,37.861848,-122.295103,0.012
1246983849,37.861858,-122.295045,0.013
1246983850,37.861867,-122.294988,0.021
1246983851,37.861875,-122.294930,0.017
1246983852,37.861883,-122.294870,0.017
1246983853,37.861893,-122.294810,0.020
1246983854,37.861900,-122.294753,0.029
1246983855,37.861917,-122.294700,0.027
1246983856,37.861925,-122.294647,0.029
1246983857,37.861932,-122.294590,0.019
1246983858,37.861933,-122.294533,0.014
1246983859,37.861940,-122.294480,0.017
1246983860,37.861965,-122.294430,0.018
1246983861,37.861980,-122.294377,0.016
1246983862,37.861995,-122.294318,0.014
1246983863,37.862013,-122.294257,0.016
1246983864,37.862033,-122.294198,0.014
1246983865,37.862045,-122.294138,0.016
1246983866,37.862065,-122.294082,0.015
1246983867,37.862082,-122.294025,0.016
1246983868,37.862092,-122.293970,0.015
1246983869,37.862103,-122.293918,0.013
1246983870,37.862118,-122.293868,0.013
1246983871,37.862130,-122.293817,0.012
1246983872,37.862137,-122.293763,0.012
1246983873,37.862142,-122.293707,0.014
1246983874,37.862152,-122.293653,0.015
1246983875,37.862155,-122.293600,0.015
1246983876,37.862157,-122.293548,0.012
1246983877,37.862163,-122.293500,0.015
1246983878,37.862157,-122.293460,0.014
1246983879,37.862155,-122.293412,0.014
1246983880,37.862162,-122.293360,0.015
1246983881,37.862175,-122.293308,0.016
1246983882,37.862182,-122.293258,0.012
1246983883,37.862182,-122.293208,0.015
1246983884,37.862183,-122.293162,0.015
1246983885,37.862198,-122.293115,0.014
1246983886,37.862213,-122.293068,0.015
1246983887,37.862232,-122.293023,0.016
1246983888,37.862257,-122.292980,0.017
1246983889,37.862275,-122.292943,0.013
1246983890,37.862282,-122.292902,0.012
1246983891,37.862283,-122.292858,0.013
1246983892,37.862293,-122.292822,0.011
1246983893,37.862300,-122.292783,0.014
1246983894,37.862307,-122.292745,0.013
1246983895,37.862295,-122.292700,0.012
1246983896,37.862303,-122.292655,0.013
1246983897,37.862322,-122.292597,0.013
1246983898,37.862328,-122.292547,0.016
1246983899,37.862342,-122.292500,0.014
1246983900,37.862352,-122.292448,0.013
1246983901,37.862380,-122.292390,0.018
1246983902,37.862398,-122.292332,0.013
1246983903,37.862410,-122.292270,0.014
1246983904,37.862423,-122.292207,0.011
1246983905,37.862435,-122.292152,0.013
1246983906,37.862447,-122.292098,0.014
1246983907,37.862462,-122.292048,0.012
1246983908,37.862465,-122.291998,0.015
1246983909,37.862480,-122.291953,0.011
1246983910,37.862502,-122.291908,0.016
1246983911,37.862532,-122.291848,0.011
1246983912,37.862555,-122.291790,0.012
1246983913,37.862577,-122.291730,0.012
1246983914,37.862588,-122.291667,0.014
1246983915,37.862603,-122.291602,0.009
1246983916,37.862618,-122.291543,0.013
1246983917,37.862627,-122.291483,0.011
1246983918,37.862633,-122.291430,0.015
1246983919,37.862640,-122.291372,0.012
1246983920,37.862648,-122.291312,0.014
1246983921,37.862658,-122.291252,0.013
1246983922,37.862668,-122.291193,0.012
1246983923,37.862682,-122.291127,0.009
1246983924,37.862690,-122.291057,0.012
1246983925,37.862700,-122.290993,0.012
1246983926,37.862712,-122.290930,0.012
1246983927,37.862723,-122.290870,0.013
1246983928,37.862735,-122.290818,0.013
1246983929,37.862750,-122.290767,0.012
1246983930,37.862765,-122.290720,0.011
1246983931,37.862778,-122.290677,0.013
1246983932,37.862790,-122.290630,0.014
1246983933,37.862803,-122.290583,0.014
1246983934,37.862815,-122.290532,0.012
1246983935,37.862825,-122.290483,0.013
1246983936,37.862835,-122.290433,0.015
1246983937,37.862842,-122.290390,0.014
1246983938,37.862843,-122.290360,0.010
1246983939,37.862843,-122.290343,0.015
1246983940,37.862838,-122.290332,0.013
1246983941,37.862835,-122.290328,0.015
1246983942,37.862835,-122.290328,0.011
1246983943,37.862835,-122.290328,0.012
1246983944,37.862835,-122.290328,0.013
1246983945,37.862835,-122.290328,0.011
1246983946,37.862835,-122.290328,0.015
1246983947,37.862835,-122.290328,0.015
1246983948,37.862835,-122.290328,0.011
1246983949,37.862835,-122.290328,0.027
1246983950,37.862835,-122.290328,0.021
1246983951,37.862835,-122.290328,0.016
1246983952,37.862847,-122.290270,0.018
1246983953,37.862852,-122.290247,0.018
1246983954,37.862858,-122.290220,0.011
1246983955,37.862863,-122.290190,0.014
1246983956,37.862868,-122.290157,0.015
1246983957,37.862875,-122.290115,0.010
1246983958,37.862878,-122.290067,0.011
1246983959,37.862885,-122.290018,0.014
1246983960,37.862893,-122.289970,0.011
1246983961,37.862903,-122.289928,0.016
1246983962,37.862912,-122.289890,0.015
1246983963,37.862920,-122.289857,0.010
1246983964,37.862915,-122.289830,0.011
1246983965,37.862922,-122.289792,0.015
1246983966,37.862928,-122.289747,0.016
1246983967,37.862938,-122.289685,0.013
1246983968,37.862947,-122.289633,0.012
1246983969,37.862955,-122.289573,0.012
1246983970,37.862962,-122.289513,0.012
1246983971,37.862980,-122.289448,0.012
1246983972,37.862993,-122.289403,0.013
1246983973,37.863005,-122.289338,0.015
1246983974,37.863017,-122.289285,0.015
1246983975,37.863032,-122.289238,0.012
1246983976,37.863038,-122.289192,0.014
1246983977,37.863045,-122.289152,0.013
1246983978,37.863047,-122.289097,0.014
1246983979,37.863037,-122.289035,0.013
1246983980,37.863032,-122.288975,0.012
1246983981,37.863032,-122.288912,0.013
1246983982,37.863035,-122.288852,0.016
1246983983,37.863038,-122.288798,0.013
1246983984,37.863045,-122.288745,0.015
1246983985,37.863060,-122.288703,0.012
1246983986,37.863078,-122.288658,0.014
1246983987,37.863088,-122.288610,0.014
1246983988,37.863102,-122.288567,0.014
1246983989,37.863102,-122.288530,0.015
1246983990,37.863103,-122.288480,0.013
1246983991,37.863105,-122.288423,0.013
1246983992,37.863105,-122.288363,0.013
1246983993,37.863107,-122.288308,0.012
1246983994,37.863108,-122.288257,0.011
1246983995,37.863113,-122.288203,0.015
1246983996,37.863122,-122.288148,0.013
1246983997,37.863128,-122.288105,0.013
1246983998,37.863130,-122.288067,0.013
1246983999,37.863133,-122.288030,0.013
1246984000,37.863140,-122.287990,0.012
1246984001,37.863145,-122.287945,0.012
1246984002,37.863153,-122.287902,0.013
1246984003,37.863170,-122.287857,0.012
1246984004,37.863185,-122.287813,0.015
1246984005,37.863192,-122.287763,0.017
1246984006,37.863200,-122.287713,0.017
1246984007,37.863208,-122.287660,0.019
1246984008,37.863215,-122.287608,0.020
1246984009,37.863215,-122.287557,0.029
1246984010,37.863220,-122.287507,0.026
1246984011,37.863228,-122.287452,0.017
1246984012,37.863235,-122.287395,0.014
1246984013,37.863240,-122.287340,0.014
1246984014,37.863240,-122.287285,0.014
1246984015,37.863247,-122.287232,0.013
1246984016,37.863243,-122.287183,0.011
1246984017,37.863250,-122.287133,0.017
1246984018,37.863265,-122.287082,0.013
1246984019,37.863277,-122.287032,0.009
1246984020,37.863288,-122.286980,0.013
1246984021,37.863293,-122.286927,0.013
1246984022,37.863307,-122.286870,0.010
1246984023,37.863317,-122.286813,0.011
1246984024,37.863325,-122.286753,0.013
1246984025,37.863323,-122.286700,0.016
1246984026,37.863322,-122.286645,0.012
1246984027,37.863325,-122.286590,0.012
1246984028,37.863340,-122.286532,0.011
1246984029,37.863348,-122.286472,0.015
1246984030,37.863352,-122.286412,0.014
1246984031,37.863357,-122.286352,0.012
1246984032,37.863370,-122.286293,0.014
1246984033,37.863377,-122.286237,0.012
1246984034,37.863382,-122.286178,0.012
1246984035,37.863385,-122.286122,0.015
1246984036,37.863390,-122.286067,0.013
1246984037,37.863402,-122.286010,0.015
1246984038,37.863412,-122.285955,0.015
1246984039,37.863415,-122.285902,0.014
1246984040,37.863420,-122.285843,0.016
1246984041,37.863430,-122.285787,0.014
1246984042,37.863442,-122.285727,0.012
1246984043,37.863448,-122.285668,0.013
1246984044,37.863460,-122.285608,0.010
1246984045,37.863470,-122.285548,0.016
1246984046,37.863468,-122.285488,0.014
1246984047,37.863473,-122.285430,0.014
1246984048,37.863480,-122.285370,0.014
1246984049,37.863482,-122.285308,0.014
1246984050,37.863482,-122.285245,0.013
1246984051,37.863488,-122.285182,0.013
1246984052,37.863497,-122.285118,0.011
1246984053,37.863505,-122.285053,0.013
1246984054,37.863518,-122.284992,0.014
1246984055,37.863527,-122.284937,0.013
1246984056,37.863538,-122.284880,0.015
1246984057,37.863547,-122.284822,0.015
1246984058,37.863553,-122.284765,0.015
1246984059,37.863555,-122.284702,0.012
1246984060,37.863565,-122.284637,0.011
1246984061,37.863572,-122.284567,0.013
1246984062,37.863577,-122.284510,0.010
1246984063,37.863587,-122.284443,0.012
1246984064,37.863598,-122.284380,0.016
1246984065,37.863608,-122.284318,0.012
1246984066,37.863617,-122.284257,0.012
1246984067,37.863630,-122.284200,0.011
1246984068,37.863645,-122.284138,0.011
1246984069,37.863657,-122.284082,0.013
1246984070,37.863665,-122.284023,0.011
1246984071,37.863673,-122.283967,0.015
1246984072,37.863678,-122.283912,0.014
1246984073,37.863688,-122.283852,0.012
1246984074,37.863700,-122.283793,0.016
1246984075,37.863710,-122.283735,0.014
1246984076,37.863718,-122.283678,0.012
1246984077,37.863728,-122.283620,0.014
1246984078,37.863728,-122.283562,0.012
1246984079,37.863723,-122.283505,0.014
1246984080,37.863727,-122.283445,0.015
1246984081,37.863732,-122.283385,0.014
1246984082,37.863737,-122.283328,0.016
1246984083,37.863745,-122.283275,0.014
1246984084,37.863755,-122.283220,0.013
1246984085,37.863755,-122.283163,0.010
1246984086,37.863757,-122.283102,0.013
1246984087,37.863760,-122.283042,0.013
1246984088,37.863763,-122.282980,0.013
1246984089,37.863768,-122.282917,0.011
1246984090,37.863777,-122.282862,0.014
1246984091,37.863787,-122.282803,0.012
1246984092,37.863798,-122.282745,0.011
1246984093,37.863807,-122.282683,0.011
1246984094,37.863815,-122.282622,0.012
1246984095,37.863827,-122.282555,0.014
1246984096,37.863830,-122.282490,0.010
1246984097,37.863828,-122.282428,0.012
1246984098,37.863832,-122.282368,0.015
1246984099,37.863837,-122.282318,0.018
1246984100,37.863850,-122.282263,0.017
