time,lat,lon,value
1246984101,37.863877,-122.282207,0.011
1246984102,37.863893,-122.282152,0.012
1246984103,37.863903,-122.282083,0.015
1246984104,37.863915,-122.282025,0.014
1246984105,37.863922,-122.281963,0.014
1246984106,37.863917,-122.281913,0.013
1246984107,37.863920,-122.281853,0.013
1246984108,37.863912,-122.281795,0.013
1246984109,37.863910,-122.281743,0.014
1246984110,37.863920,-122.281697,0.012
1246984111,37.863930,-122.281653,0.011
1246984112,37.863937,-122.281620,0.013
1246984113,37.863942,-122.281595,0.012
1246984114,37.863942,-122.281578,0.012
1246984115,37.863938,-122.281565,0.014
1246984116,37.863935,-122.281553,0.013
1246984117,37.863928,-122.281547,0.015
1246984118,37.863928,-122.281547,0.015
1246984119,37.863928,-122.281547,0.014
1246984120,37.863928,-122.281547,0.012
1246984121,37.863928,-122.281547,0.014
1246984122,37.863928,-122.281547,0.013
1246984123,37.863928,-122.281547,0.012
1246984124,37.863927,-122.281498,0.012
1246984125,37.863927,-122.281480,0.013
1246984126,37.863927,-122.281455,0.012
1246984127,37.863937,-122.281425,0.012
1246984128,37.863950,-122.281388,0.014
1246984129,37.863963,-122.281345,0.014
1246984130,37.863975,-122.281302,0.012
1246984131,37.863983,-122.281253,0.014
1246984132,37.863997,-122.281205,0.012
1246984133,37.864012,-122.281157,0.013
1246984134,37.864027,-122.281110,0.009
1246984135,37.864042,-122.281065,0.016
1246984136,37.864055,-122.281023,0.014
1246984137,37.864063,-122.280978,0.013
1246984138,37.864070,-122.280933,0.013
1246984139,37.864080,-122.280890,0.011
1246984140,37.864088,-122.280845,0.014
1246984141,37.864090,-122.280795,0.012
1246984142,37.864102,-122.280747,0.014
1246984143,37.864115,-122.280692,0.013
1246984144,37.864117,-122.280640,0.011
1246984145,37.864120,-122.280587,0.011
1246984146,37.864122,-122.280530,0.013
1246984147,37.864123,-122.280475,0.012
1246984148,37.864125,-122.280422,0.012
1246984149,37.864135,-122.280362,0.013
1246984150,37.864137,-122.280305,0.010
1246984151,37.864143,-122.280248,0.013
1246984152,37.864157,-122.280185,0.012
1246984153,37.864163,-122.280120,0.014
1246984154,37.864168,-122.280055,0.013
1246984155,37.864175,-122.279990,0.015
1246984156,37.864182,-122.279927,0.014
1246984157,37.864188,-122.279863,0.016
1246984158,37.864193,-122.279800,0.014
1246984159,37.864200,-122.279738,0.013
1246984160,37.864208,-122.279675,0.014
1246984161,37.864213,-122.279610,0.013
1246984162,37.864222,-122.279550,0.012
1246984163,37.864228,-122.279490,0.013
1246984164,37.864238,-122.279430,0.018
1246984165,37.864243,-122.279373,0.014
1246984166,37.864247,-122.279320,0.014
1246984167,37.864250,-122.279265,0.017
1246984168,37.864255,-122.279210,0.015
1246984169,37.864252,-122.279155,0.014
1246984170,37.864252,-122.279100,0.016
1246984171,37.864265,-122.279048,0.014
1246984172,37.864277,-122.278992,0.015
1246984173,37.864287,-122.278938,0.011
1246984174,37.864295,-122.278887,0.013
1246984175,37.864302,-122.278830,0.013
1246984176,37.864318,-122.278777,0.014
1246984177,37.864327,-122.278717,0.014
1246984178,37.864337,-122.278663,0.017
1246984179,37.864338,-122.278605,0.015
1246984180,37.864342,-122.278553,0.014
1246984181,37.864352,-122.278495,0.016
1246984182,37.864358,-122.278445,0.014
1246984183,37.864363,-122.278392,0.014
1246984184,37.864367,-122.278335,0.014
1246984185,37.864373,-122.278282,0.014
1246984186,37.864387,-122.278228,0.011
1246984187,37.864398,-122.278172,0.010
1246984188,37.864400,-122.278112,0.012
1246984189,37.864407,-122.278050,0.012
1246984190,37.864415,-122.277992,0.013
1246984191,37.864423,-122.277935,0.015
1246984192,37.864438,-122.277873,0.012
1246984193,37.864452,-122.277807,0.017
1246984194,37.864467,-122.277753,0.013
1246984195,37.864482,-122.277697,0.012
1246984196,37.864487,-122.277640,0.012
1246984197,37.864490,-122.277577,0.013
1246984198,37.864493,-122.277517,0.012
1246984199,37.864498,-122.277455,0.015
1246984200,37.864515,-122.277393,0.018
1246984201,37.864515,-122.277338,0.013
1246984202,37.864525,-122.277280,0.013
1246984203,37.864538,-122.277223,0.014
1246984204,37.864548,-122.277165,0.012
1246984205,37.864560,-122.277105,0.014
1246984206,37.864570,-122.277047,0.012
1246984207,37.864575,-122.276988,0.014
1246984208,37.864578,-122.276932,0.014
1246984209,37.864578,-122.276878,0.015
1246984210,37.864580,-122.276822,0.013
1246984211,37.864588,-122.276763,0.017
1246984212,37.864592,-122.276720,0.018
1246984213,37.864593,-122.276678,0.012
1246984214,37.864608,-122.276630,0.013
1246984215,37.864620,-122.276588,0.013
1246984216,37.864632,-122.276535,0.011
1246984217,37.864633,-122.276488,0.013
1246984218,37.864645,-122.276427,0.013
1246984219,37.864662,-122.276355,0.015
1246984220,37.864677,-122.276285,0.014
1246984221,37.864690,-122.276208,0.015
1246984222,37.864708,-122.276135,0.014
1246984223,37.864727,-122.276075,0.012
1246984224,37.864743,-122.276010,0.013
1246984225,37.864772,-122.275945,0.014
1246984226,37.864792,-122.275883,0.012
1246984227,37.864802,-122.275828,0.012
1246984228,37.864803,-122.275770,0.015
1246984229,37.864817,-122.275713,0.013
1246984230,37.864833,-122.275657,0.016
1246984231,37.864833,-122.275598,0.016
1246984232,37.864835,-122.275540,0.012
1246984233,37.864832,-122.275480,0.011
1246984234,37.864828,-122.275423,0.011
1246984235,37.864835,-122.275367,0.013
1246984236,37.864837,-122.275303,0.017
1246984237,37.864840,-122.275242,0.012
1246984238,37.864845,-122.275183,0.013
1246984239,37.864848,-122.275123,0.015
1246984240,37.864848,-122.275063,0.014
1246984241,37.864857,-122.275005,0.013
1246984242,37.864855,-122.274942,0.015
1246984243,37.864848,-122.274872,0.014
1246984244,37.864855,-122.274805,0.011
1246984245,37.864857,-122.274737,0.013
1246984246,37.864863,-122.274675,0.014
1246984247,37.864875,-122.274620,0.013
1246984248,37.864883,-122.274562,0.013
1246984249,37.864893,-122.274507,0.013
1246984250,37.864900,-122.274452,0.013
1246984251,37.864912,-122.274390,0.017
1246984252,37.864923,-122.274330,0.018
1246984253,37.864930,-122.274273,0.013
1246984254,37.864942,-122.274210,0.012
1246984255,37.864948,-122.274148,0.014
1246984256,37.864947,-122.274085,0.014
1246984257,37.864947,-122.274028,0.014
1246984258,37.864950,-122.273972,0.014
1246984259,37.864957,-122.273917,0.012
1246984260,37.864957,-122.273857,0.013
1246984261,37.864973,-122.273800,0.015
1246984262,37.864987,-122.273743,0.016
1246984263,37.865000,-122.273683,0.013
1246984264,37.865002,-122.273618,0.015
1246984265,37.865007,-122.273558,0.020
1246984266,37.865013,-122.273497,0.018
1246984267,37.865033,-122.273443,0.015
1246984268,37.865045,-122.273388,0.012
1246984269,37.865055,-122.273328,0.013
1246984270,37.865067,-122.273272,0.014
1246984271,37.865070,-122.273215,0.015
1246984272,37.865083,-122.273155,0.011
1246984273,37.865100,-122.273100,0.012
1246984274,37.865108,-122.273045,0.014
1246984275,37.865118,-122.272992,0.012
1246984276,37.865122,-122.272937,0.014
1246984277,37.865132,-122.272883,0.012
1246984278,37.865147,-122.272825,0.012
1246984279,37.865153,-122.272765,0.016
1246984280,37.865163,-122.272707,0.014
1246984281,37.865178,-122.272653,0.015
1246984282,37.865178,-122.272603,0.010
1246984283,37.865185,-122.272562,0.014
1246984284,37.865197,-122.272522,0.013
1246984285,37.865195,-122.272492,0.014
1246984286,37.865190,-122.272468,0.015
1246984287,37.865183,-122.272452,0.013
1246984288,37.865173,-122.272445,0.011
1246984289,37.865167,-122.272442,0.012
1246984290,37.865167,-122.272442,0.013
1246984291,37.865167,-122.272442,0.012
1246984292,37.865167,-122.272442,0.016
1246984293,37.865167,-122.272442,0.014
1246984294,37.865167,-122.272442,0.013
1246984295,37.865167,-122.272442,0.014
1246984296,37.865167,-122.272442,0.013
1246984297,37.865167,-122.272442,0.013
1246984298,37.865167,-122.272442,0.013
1246984299,37.865167,-122.272442,0.015
1246984300,37.865167,-122.272442,0.014
1246984301,37.865167,-122.272442,0.014
1246984302,37.865167,-122.272442,0.013
1246984303,37.865167,-122.272442,0.013
1246984304,37.865167,-122.272442,0.015
1246984305,37.865167,-122.272442,0.013
1246984306,37.865167,-122.272442,0.015
1246984307,37.865167,-122.272442,0.015
1246984308,37.865167,-122.272442,0.013
1246984309,37.865167,-122.272442,0.016
1246984310,37.865167,-122.272442,0.015
1246984311,37.865167,-122.272442,0.013
1246984312,37.865167,-122.272442,0.015
1246984313,37.865167,-122.272442,0.014
1246984314,37.865167,-122.272442,0.016
1246984315,37.865167,-122.272442,0.012
1246984316,37.865167,-122.272442,0.013
1246984317,37.865167,-122.272442,0.012
1246984318,37.865167,-122.272442,0.015
1246984319,37.865167,-122.272442,0.013
1246984320,37.865167,-122.272442,0.011
1246984321,37.865167,-122.272442,0.010
1246984322,37.865167,-122.272442,0.015
1246984323,37.865167,-122.272442,0.012
1246984324,37.865167,-122.272442,0.015
1246984325,37.865167,-122.272442,0.013
1246984326,37.865167,-122.272442,0.015
1246984327,37.865167,-122.272442,0.017
1246984328,37.865167,-122.272442,0.014
1246984329,37.865167,-122.272442,0.018
1246984330,37.865167,-122.272442,0.013
1246984331,37.865167,-122.272442,0.014
1246984332,37.865167,-122.272442,0.013
1246984333,37.865167,-122.272442,0.015
1246984334,37.865167,-122.272442,0.014
1246984335,37.865167,-122.272442,0.014
1246984336,37.865167,-122.272442,0.016
1246984337,37.865167,-122.272442,0.016
1246984338,37.865167,-122.272442,0.012
1246984339,37.865167,-122.272442,0.016
1246984340,37.865167,-122.272442,0.012
1246984341,37.865167,-122.272442,0.014
1246984342,37.865167,-122.272442,0.014
1246984343,37.865167,-122.272442,0.013
1246984344,37.865167,-122.272442,0.014
1246984345,37.865167,-122.272442,0.014
1246984346,37.865167,-122.272442,0.013
1246984347,37.865167,-122.272442,0.013
1246984348,37.865167,-122.272442,0.015
1246984349,37.865167,-122.272442,0.014
1246984350,37.865167,-122.272442,0.014
1246984351,37.865167,-122.272442,0.016
1246984352,37.865167,-122.272442,0.014
1246984353,37.865167,-122.272442,0.017
1246984354,37.865167,-122.272442,0.015
1246984355,37.865128,-122.272462,0.012
1246984356,37.865128,-122.272427,0.015
1246984357,37.865137,-122.272387,0.015
1246984358,37.865155,-122.272352,0.014
1246984359,37.865183,-122.272323,0.011
1246984360,37.865217,-122.272307,0.017
1246984361,37.865263,-122.272300,0.015
1246984362,37.865315,-122.272297,0.014
1246984363,37.865353,-122.272287,0.014
1246984364,37.865392,-122.272288,0.019
1246984365,37.865437,-122.272288,0.016
1246984366,37.865482,-122.272290,0.016
1246984367,37.865515,-122.272293,0.016
1246984368,37.865555,-122.272293,0.016
1246984369,37.865595,-122.272302,0.016
1246984370,37.865637,-122.272307,0.019
1246984371,37.865688,-122.272313,0.017
1246984372,37.865737,-122.272312,0.015
1246984373,37.865780,-122.272312,0.015
1246984374,37.865825,-122.272318,0.014
1246984375,37.865878,-122.272327,0.015
1246984376,37.865933,-122.272335,0.015
1246984377,37.865987,-122.272350,0.014
1246984378,37.866032,-122.272368,0.015
1246984379,37.866080,-122.272380,0.015
1246984380,37.866127,-122.272387,0.015
1246984381,37.866180,-122.272400,0.017
1246984382,37.866240,-122.272423,0.015
1246984383,37.866300,-122.272437,0.014
1246984384,37.866367,-122.272440,0.015
1246984385,37.866415,-122.272450,0.016
1246984386,37.866468,-122.272457,0.016
1246984387,37.866523,-122.272467,0.015
1246984388,37.866580,-122.272473,0.016
1246984389,37.866630,-122.272470,0.017
1246984390,37.866672,-122.272468,0.014
1246984391,37.866707,-122.272462,0.014
1246984392,37.866740,-122.272463,0.013
1246984393,37.866778,-122.272475,0.012
1246984394,37.866817,-122.272483,0.016
1246984395,37.866865,-122.272487,0.015
1246984396,37.866928,-122.272482,0.017
1246984397,37.866985,-122.272485,0.017
1246984398,37.867040,-122.272485,0.013
1246984399,37.867090,-122.272488,0.015
1246984400,37.867137,-122.272488,0.014
1246984401,37.867182,-122.272495,0.015
1246984402,37.867237,-122.272508,0.016
1246984403,37.867285,-122.272525,0.012
1246984404,37.867343,-122.272530,0.015
1246984405,37.867400,-122.272532,0.015
1246984406,37.867458,-122.272532,0.014
1246984407,37.867515,-122.272543,0.013
1246984408,37.867572,-122.272548,0.016
1246984409,37.867627,-122.272557,0.020
1246984410,37.867673,-122.272572,0.018
1246984411,37.867738,-122.272588,0.021
1246984412,37.867795,-122.272605,0.022
1246984413,37.867858,-122.272617,0.018
1246984414,37.867932,-122.272613,0.019
1246984415,37.867995,-122.272612,0.017
1246984416,37.868045,-122.272603,0.016
1246984417,37.868098,-122.272597,0.019
1246984418,37.868140,-122.272592,0.019
1246984419,37.868195,-122.272585,0.016
1246984420,37.868242,-122.272582,0.013
1246984421,37.868295,-122.272582,0.015
1246984422,37.868340,-122.272578,0.015
1246984423,37.868378,-122.272588,0.012
1246984424,37.868425,-122.272583,0.012
1246984425,37.868477,-122.272582,0.013
1246984426,37.868530,-122.272585,0.016
1246984427,37.868583,-122.272598,0.013
1246984428,37.868632,-122.272610,0.013
1246984429,37.868680,-122.272610,0.017
1246984430,37.868733,-122.272605,0.013
1246984431,37.868787,-122.272600,0.014
1246984432,37.868835,-122.272593,0.011
1246984433,37.868900,-122.272590,0.015
1246984434,37.868952,-122.272592,0.023
1246984435,37.869005,-122.272593,0.022
1246984436,37.869047,-122.272605,0.025
1246984437,37.869097,-122.272627,0.015
1246984438,37.869157,-122.272632,0.014
1246984439,37.869202,-122.272642,0.013
1246984440,37.869262,-122.272648,0.015
1246984441,37.869317,-122.272657,0.014
1246984442,37.869368,-122.272663,0.013
1246984443,37.869418,-122.272668,0.012
1246984444,37.869470,-122.272680,0.018
1246984445,37.869527,-122.272683,0.012
1246984446,37.869587,-122.272683,0.017
1246984447,37.869642,-122.272687,0.013
1246984448,37.869695,-122.272688,0.016
1246984449,37.869750,-122.272697,0.014
1246984450,37.869802,-122.272707,0.012
1246984451,37.869850,-122.272725,0.014
1246984452,37.869895,-122.272743,0.011
1246984453,37.869942,-122.272753,0.016
1246984454,37.869987,-122.272763,0.013
1246984455,37.870040,-122.272773,0.013
1246984456,37.870092,-122.272787,0.014
1246984457,37.870145,-122.272800,0.012
1246984458,37.870200,-122.272805,0.014
1246984459,37.870247,-122.272823,0.013
1246984460,37.870295,-122.272835,0.013
1246984461,37.870343,-122.272843,0.016
1246984462,37.870387,-122.272855,0.014
1246984463,37.870432,-122.272875,0.015
1246984464,37.870478,-122.272882,0.015
1246984465,37.870532,-122.272888,0.012
1246984466,37.870585,-122.272890,0.014
1246984467,37.870637,-122.272895,0.014
1246984468,37.870688,-122.272902,0.017
1246984469,37.870740,-122.272912,0.014
1246984470,37.870793,-122.272920,0.016
1246984471,37.870848,-122.272928,0.014
1246984472,37.870902,-122.272938,0.012
1246984473,37.870957,-122.272945,0.015
1246984474,37.871007,-122.272953,0.014
1246984475,37.871055,-122.272962,0.015
1246984476,37.871107,-122.272968,0.014
1246984477,37.871157,-122.272972,0.016
1246984478,37.871215,-122.272975,0.017
1246984479,37.871277,-122.272982,0.016
1246984480,37.871342,-122.272987,0.017
1246984481,37.871408,-122.272997,0.013
1246984482,37.871472,-122.273023,0.013
1246984483,37.871528,-122.273068,0.014
1246984484,37.871568,-122.273122,0.012
1246984485,37.871602,-122.273180,0.013
1246984486,37.871608,-122.273252,0.013
1246984487,37.871602,-122.273327,0.015
1246984488,37.871595,-122.273408,0.014
1246984489,37.871585,-122.273495,0.011
1246984490,37.871583,-122.273577,0.020
1246984491,37.871580,-122.273660,0.012
1246984492,37.871573,-122.273745,0.014
1246984493,37.871568,-122.273827,0.014
1246984494,37.871557,-122.273902,0.012
1246984495,37.871542,-122.273975,0.013
1246984496,37.871532,-122.274048,0.014
1246984497,37.871513,-122.274113,0.015
1246984498,37.871490,-122.274172,0.015
1246984499,37.871473,-122.274238,0.014
1246984500,37.871458,-122.274302,0.012
1246984501,37.871440,-122.274367,0.015
1246984502,37.871437,-122.274440,0.016
1246984503,37.871433,-122.274510,0.014
1246984504,37.871433,-122.274578,0.018
1246984505,37.871428,-122.274645,0.018
1246984506,37.871405,-122.274702,0.016
1246984507,37.871393,-122.274763,0.014
1246984508,37.871383,-122.274827,0.016
1246984509,37.871372,-122.274890,0.019
1246984510,37.871362,-122.274950,0.016
1246984511,37.871358,-122.275010,0.018
1246984512,37.871358,-122.275072,0.017
1246984513,37.871353,-122.275110,0.013
1246984514,37.871342,-122.275147,0.017
1246984515,37.871328,-122.275172,0.018
1246984516,37.871328,-122.275205,0.013
1246984517,37.871323,-122.275217,0.014
1246984518,37.871312,-122.275232,0.016
1246984519,37.871290,-122.275245,0.016
1246984520,37.871263,-122.275258,0.013
1246984521,37.871235,-122.275273,0.016
1246984522,37.871215,-122.275310,0.013
1246984523,37.871203,-122.275343,0.016
1246984524,37.871158,-122.275498,0.014
1246984525,37.871112,-122.275563,0.014
1246984526,37.871103,-122.275635,0.015
1246984527,37.871080,-122.275710,0.019
1246984528,37.871063,-122.275775,0.016
1246984529,37.871055,-122.275853,0.014
1246984530,37.871062,-122.275918,0.014
1246984531,37.871068,-122.275985,0.015
1246984532,37.871058,-122.276043,0.013
1246984533,37.871052,-122.276112,0.016
1246984534,37.871040,-122.276167,0.016
1246984535,37.871033,-122.276235,0.011
1246984536,37.871010,-122.276293,0.014
1246984537,37.871007,-122.276375,0.013
1246984538,37.871007,-122.276455,0.015
1246984539,37.870995,-122.276532,0.013
1246984540,37.870997,-122.276603,0.015
1246984541,37.870993,-122.276653,0.015
1246984542,37.870982,-122.276715,0.014
1246984543,37.870988,-122.276792,0.014
1246984544,37.870993,-122.276898,0.015
1246984545,37.870983,-122.276995,0.012
1246984546,37.870960,-122.277057,0.016
1246984547,37.870942,-122.277082,0.014
1246984548,37.870935,-122.277142,0.015
1246984549,37.870907,-122.277185,0.015
1246984550,37.870892,-122.277223,0.015
1246984551,37.870862,-122.277275,0.016
1246984552,37.870868,-122.277338,0.013
1246984553,37.870868,-122.277395,0.018
1246984554,37.870870,-122.277457,0.015
1246984555,37.870870,-122.277528,0.015
1246984556,37.870858,-122.277602,0.017
1246984557,37.870857,-122.277687,0.012
1246984558,37.870855,-122.277778,0.015
1246984559,37.870843,-122.277850,0.015
1246984560,37.870843,-122.277935,0.013
1246984561,37.870845,-122.278015,0.015
1246984562,37.870848,-122.278093,0.015
1246984563,37.870838,-122.278173,0.012
1246984564,37.870820,-122.278248,0.015
1246984565,37.870807,-122.278320,0.015
1246984566,37.870803,-122.278390,0.026
1246984567,37.870797,-122.278457,0.029
1246984568,37.870802,-122.278527,0.019
1246984569,37.870790,-122.278602,0.016
1246984570,37.870775,-122.278667,0.014
1246984571,37.870772,-122.278747,0.014
1246984572,37.870768,-122.278835,0.014
1246984573,37.870775,-122.278923,0.014
1246984574,37.870763,-122.278995,0.015
1246984575,37.870738,-122.279038,0.014
1246984576,37.870738,-122.279112,0.016
1246984577,37.870733,-122.279168,0.014
1246984578,37.870725,-122.279238,0.017
1246984579,37.870733,-122.279305,0.013
1246984580,37.870705,-122.279348,0.010
1246984581,37.870685,-122.279385,0.012
1246984582,37.870653,-122.279412,0.010
1246984583,37.870637,-122.279448,0.014
1246984584,37.870638,-122.279485,0.015
1246984585,37.870628,-122.279507,0.013
1246984586,37.870635,-122.279527,0.013
1246984587,37.870647,-122.279545,0.016
1246984588,37.870650,-122.279557,0.013
1246984589,37.870650,-122.279557,0.011
1246984590,37.870650,-122.279557,0.012
1246984591,37.870650,-122.279557,0.012
1246984592,37.870650,-122.279557,0.018
1246984593,37.870650,-122.279557,0.016
1246984594,37.870650,-122.279557,0.012
1246984595,37.870650,-122.279557,0.013
1246984596,37.870650,-122.279557,0.016
1246984597,37.870650,-122.279557,0.017
1246984598,37.870650,-122.279557,0.012
1246984599,37.870650,-122.279557,0.014
1246984600,37.870650,-122.279557,0.016
1246984601,37.870650,-122.279557,0.012
1246984602,37.870650,-122.279557,0.012
1246984603,37.870650,-122.279557,0.017
1246984604,37.870650,-122.279557,0.015
1246984605,37.870650,-122.279557,0.013
1246984606,37.870650,-122.279557,0.013
1246984607,37.870650,-122.279557,0.013
1246984608,37.870650,-122.279557,0.014
1246984609,37.870650,-122.279557,0.014
1246984610,37.870650,-122.279557,0.012
1246984611,37.870650,-122.279557,0.012
1246984612,37.870650,-122.279557,0.013
1246984613,37.870650,-122.279557,0.014
1246984614,37.870650,-122.279557,0.015
1246984615,37.870650,-122.279557,0.015
1246984616,37.870650,-122.279557,0.014
1246984617,37.870650,-122.279557,0.015
1246984618,37.870650,-122.279557,0.014
1246984619,37.870650,-122.279557,0.012
1246984620,37.870650,-122.279557,0.015
1246984621,37.870747,-122.279705,0.013
1246984622,37.870755,-122.279728,0.015
1246984623,37.870760,-122.279755,0.013
1246984624,37.870758,-122.279785,0.015
1246984625,37.870757,-122.279825,0.016
1246984626,37.870742,-122.279865,0.014
1246984627,37.870738,-122.279915,0.015
1246984628,37.870735,-122.279968,0.013
1246984629,37.870735,-122.280025,0.013
1246984630,37.870737,-122.280080,0.015
1246984631,37.870733,-122.280137,0.014
1246984632,37.870730,-122.280202,0.024
1246984633,37.870727,-122.280268,0.022
1246984634,37.870728,-122.280333,0.017
1246984635,37.870720,-122.280402,0.029
1246984636,37.870713,-122.280470,0.032
1246984637,37.870702,-122.280537,0.031
1246984638,37.870697,-122.280610,0.027
1246984639,37.870693,-122.280683,0.034
1246984640,37.870695,-122.280752,0.028
1246984641,37.870692,-122.280823,0.022
1246984642,37.870687,-122.280902,0.022
1246984643,37.870682,-122.280975,0.026
1246984644,37.870673,-122.281048,0.019
1246984645,37.870663,-122.281125,0.017
1246984646,37.870653,-122.281205,0.015
1246984647,37.870638,-122.281283,0.014
1246984648,37.870632,-122.281357,0.013
1246984649,37.870627,-122.281422,0.014
1246984650,37.870618,-122.281482,0.013
1246984651,37.870612,-122.281542,0.012
1246984652,37.870602,-122.281598,0.015
1246984653,37.870593,-122.281645,0.011
1246984654,37.870587,-122.281683,0.013
1246984655,37.870583,-122.281717,0.010
1246984656,37.870578,-122.281738,0.015
1246984657,37.870577,-122.281753,0.016
1246984658,37.870577,-122.281765,0.013
1246984659,37.870575,-122.281777,0.014
1246984660,37.870570,-122.281783,0.014
1246984661,37.870570,-122.281783,0.015
1246984662,37.870570,-122.281783,0.020
1246984663,37.870570,-122.281783,0.016
1246984664,37.870570,-122.281783,0.017
1246984665,37.870570,-122.281783,0.016
1246984666,37.870570,-122.281783,0.017
1246984667,37.870570,-122.281783,0.016
1246984668,37.870570,-122.281783,0.017
1246984669,37.870570,-122.281783,0.016
1246984670,37.870570,-122.281783,0.016
1246984671,37.870570,-122.281783,0.015
1246984672,37.870570,-122.281783,0.013
1246984673,37.870570,-122.281783,0.018
1246984674,37.870570,-122.281783,0.015
1246984675,37.870570,-122.281783,0.016
1246984676,37.870570,-122.281783,0.017
1246984677,37.870570,-122.281783,0.012
1246984678,37.870570,-122.281783,0.013
1246984679,37.870570,-122.281783,0.015
1246984680,37.870570,-122.281783,0.014
1246984681,37.870570,-122.281783,0.014
1246984682,37.870570,-122.281783,0.013
1246984683,37.870570,-122.281783,0.012
1246984684,37.870570,-122.281783,0.015
1246984685,37.870570,-122.281783,0.022
1246984686,37.870570,-122.281783,0.015
1246984687,37.870570,-122.281783,0.018
1246984688,37.870570,-122.281783,0.014
1246984689,37.870570,-122.281783,0.012
1246984690,37.870570,-122.281783,0.014
1246984691,37.870570,-122.281783,0.017
1246984692,37.870570,-122.281783,0.012
1246984693,37.870570,-122.281783,0.017
1246984694,37.870570,-122.281783,0.016
1246984695,37.870570,-122.281783,0.015
1246984696,37.870570,-122.281783,0.014
1246984697,37.870570,-122.281783,0.018
1246984698,37.870570,-122.281783,0.015
1246984699,37.870570,-122.281783,0.015
1246984700,37.870570,-122.281783,0.015
1246984701,37.870570,-122.281783,0.014
1246984702,37.870570,-122.281783,0.014
1246984703,37.870570,-122.281783,0.018
1246984704,37.870570,-122.281783,0.018
1246984705,37.870570,-122.281783,0.016
1246984706,37.870570,-122.281783,0.014
1246984707,37.870570,-122.281783,0.015
1246984708,37.870570,-122.281783,0.016
1246984709,37.870522,-122.281820,0.014
1246984710,37.870530,-122.281845,0.014
1246984711,37.870525,-122.281870,0.012
1246984712,37.870530,-122.281907,0.013
1246984713,37.870530,-122.281950,0.014
1246984714,37.870532,-122.282002,0.013
1246984715,37.870527,-122.282055,0.014
1246984716,37.870517,-122.282112,0.016
1246984717,37.870515,-122.282177,0.013
1246984718,37.870503,-122.282238,0.015
1246984719,37.870488,-122.282303,0.025
1246984720,37.870480,-122.282368,0.023
1246984721,37.870470,-122.282443,0.026
1246984722,37.870460,-122.282517,0.023
1246984723,37.870455,-122.282588,0.024
1246984724,37.870442,-122.282660,0.023
1246984725,37.870432,-122.282737,0.023
1246984726,37.870422,-122.282805,0.025
1246984727,37.870415,-122.282882,0.025
1246984728,37.870407,-122.282952,0.024
1246984729,37.870398,-122.283025,0.014
1246984730,37.870395,-122.283102,0.012
1246984731,37.870387,-122.283177,0.013
1246984732,37.870385,-122.283253,0.014
1246984733,37.870368,-122.283320,0.015
1246984734,37.870362,-122.283385,0.013
1246984735,37.870342,-122.283450,0.010
1246984736,37.870325,-122.283517,0.013
1246984737,37.870323,-122.283573,0.015
1246984738,37.870315,-122.283633,0.013
1246984739,37.870312,-122.283695,0.010
1246984740,37.870300,-122.283770,0.015
1246984741,37.870272,-122.283853,0.015
1246984742,37.870260,-122.283928,0.013
1246984743,37.870255,-122.284022,0.018
1246984744,37.870243,-122.284110,0.012
1246984745,37.870228,-122.284195,0.013
1246984746,37.870218,-122.284278,0.012
1246984747,37.870218,-122.284363,0.010
1246984748,37.870205,-122.284438,0.012
1246984749,37.870192,-122.284515,0.015
1246984750,37.870180,-122.284592,0.013
1246984751,37.870168,-122.284668,0.011
1246984752,37.870158,-122.284743,0.014
1246984753,37.870150,-122.284815,0.015
1246984754,37.870137,-122.284882,0.013
1246984755,37.870125,-122.284948,0.013
1246984756,37.870115,-122.285013,0.015
1246984757,37.870093,-122.285072,0.011
1246984758,37.870077,-122.285133,0.014
1246984759,37.870072,-122.285198,0.013
1246984760,37.870067,-122.285272,0.012
1246984761,37.870062,-122.285347,0.013
1246984762,37.870060,-122.285417,0.013
1246984763,37.870052,-122.285488,0.011
1246984764,37.870045,-122.285557,0.016
1246984765,37.870035,-122.285625,0.017
1246984766,37.870018,-122.285693,0.015
1246984767,37.870008,-122.285768,0.015
1246984768,37.870003,-122.285833,0.012
1246984769,37.869993,-122.285905,0.023
1246984770,37.869975,-122.285980,0.004
1246984771,37.869963,-122.286048,0.002
1246984772,37.869950,-122.286118,0.014
1246984773,37.869952,-122.286188,0.016
1246984774,37.869942,-122.286255,0.009
1246984775,37.869942,-122.286325,0.008
1246984776,37.869935,-122.286392,0.020
1246984777,37.869925,-122.286455,0.011
1246984778,37.869905,-122.286513,0.014
1246984779,37.869890,-122.286577,0.013
1246984780,37.869897,-122.286637,0.012
1246984781,37.869887,-122.286697,0.011
1246984782,37.869873,-122.286765,0.018
1246984783,37.869875,-122.286845,0.013
1246984784,37.869875,-122.286920,0.015
1246984785,37.869867,-122.286990,0.017
1246984786,37.869850,-122.287063,0.018
1246984787,37.869840,-122.287137,0.020
1246984788,37.869835,-122.287213,0.021
1246984789,37.869833,-122.287295,0.014
1246984790,37.869820,-122.287372,0.013
1246984791,37.869810,-122.287450,0.015
1246984792,37.869808,-122.287528,0.021
1246984793,37.869800,-122.287602,0.016
1246984794,37.869792,-122.287670,0.017
1246984795,37.869785,-122.287738,0.018
1246984796,37.869782,-122.287813,0.016
1246984797,37.869782,-122.287885,0.018
1246984798,37.869780,-122.287953,0.011
1246984799,37.869775,-122.288023,0.013
